[100000]
84.018772,39.438293
78.309922,79.844003
91.164736,19.755137
33.522276,76.822959
27.777471,55.396996
47.739705,62.887092
36.478447,51.340091
95.222973,91.619507
63.571173,71.729693
14.160256,60.696888
1.630057,24.288677
13.723158,80.417675
15.667909,40.094439
12.979045,10.880880
99.892452,21.825691
51.293239,83.911223
61.263983,29.603162
63.755227,52.428719
49.358299,97.277502
29.251678,77.135770
52.674498,76.991384
40.022862,89.152945
28.331475,35.245835
80.772452,91.902647
6.975528,94.932708
52.599535,8.605585
19.221385,66.322693
89.023260,34.889294
6.417132,2.002305
45.770174,6.309584
23.827995,97.063413
90.220807,85.091979
26.666575,53.976034
37.520698,76.024874
51.253536,66.772376
53.160643,3.928034
43.763760,93.183506
93.080980,72.095234
28.429340,73.853431
63.997882,35.404868
68.786139,16.597417
44.010453,88.007524
82.920109,33.033713
22.896817,89.337241
35.036018,68.666991
95.646825,58.864013
65.730404,85.867633
43.955992,92.396979
39.843667,81.476690
68.421853,91.097203
48.249066,21.582496
95.025237,92.012825
14.766001,88.106217
64.108060,43.195342
61.959648,28.105941
78.600210,30.745787
44.703358,22.610663
18.753311,27.623467
55.644376,41.650128
16.960709,90.680393
10.317119,12.607534
49.544407,76.047523
98.475167,93.500399
68.444502,38.318833
74.977088,36.866354
29.416036,23.226154
58.448850,24.441274
15.238979,73.214852
12.547490,79.347039
16.410193,74.507139
7.452980,95.010403
5.252926,52.156338
17.621066,24.006237
79.779805,73.265441
65.656365,96.740514
63.945835,75.973484
9.348048,13.490241
52.021007,7.823214
6.990640,20.465509
46.142047,81.967728
57.331863,75.558084
5.193882,15.780713
99.999357,20.432861
88.995564,12.546848
99.779900,5.405758
87.053986,7.232880
0.416161,92.306913
59.389218,18.037227
16.313150,39.169023
91.302668,81.969515
35.909537,55.248502
57.942999,45.257585
68.738743,9.964006
53.080799,75.729383
30.429515,99.222846
57.697111,87.761378
74.780930,62.890993
3.542091,74.780287
83.323854,92.537655
87.327134,83.103754
97.943413,74.381121
90.336634,98.359574
66.688033,49.725852
16.396800,83.001183
88.894875,7.699468
64.970699,24.804412
62.947970,22.913698
70.061996,31.686714
32.877704,23.142795
7.416097,63.307219
22.365641,65.113208
51.068597,97.146571
28.004201,54.610688
71.926858,11.328055
47.148343,59.253992
94.431810,45.091756
33.635113,84.768444
43.451330,0.323146
34.494295,59.848130
